EmployeeID,Name,Age,Department,Salary,YearsExperience,City,PerformanceRating
582,Hannah,31,HR,85095,22,Phoenix,4
583,Alice,53,Marketing,54270,16,New York,5
584,Frank,54,Sales,70908,8,Houston,3
585,Eva,23,Sales,55523,17,Houston,1
586,Frank,54,HR,102433,17,Los Angeles,4
587,Jack,54,IT,87068,26,Los Angeles,1
588,Eva,34,IT,59991,13,Los Angeles,3
589,Frank,51,Marketing,50775,17,Chicago,1
590,Eva,54,Marketing,117801,-17,Los Angeles,1
591,Eva,34,Marketing,101250,14,Houston,2
592,David,47,IT,56673,6,Chicago,1
593,Charlie,43,Finance,67056,14,Phoenix,5
594,Charlie,23,Sales,-46614,8,New York,4
595,David,59,Finance,47415,15,Los Angeles,2
596,Ian,140,Finance,83884,27,Phoenix,4
597,Bob,36,IT,56964,13,Houston,4
598,Ian,55,Finance,-77726,31,New York,3
599,Alice,32,HR,77044,6,Phoenix,3
600,Alice,24,Marketing,97149,5,New York,2
601,Eva,27,HR,77544,22,Los Angeles,3
602,Frank,30,Sales,89976,23,Houston,3
603,Frank,27,Marketing,72252,-25,New York,3
604,Charlie,30,Finance,43832,34,Phoenix,4
605,Grace,52,Sales,74148,26,Los Angeles,2
606,Ian,53,Marketing,101240,5,Los Angeles,4
607,Jack,33,Finance,117116,26,Phoenix,5
608,Hannah,29,HR,93459,20,Phoenix,4
609,Frank,29,Marketing,78402,6,New York,5
610,Hannah,49,Finance,97727,6,Chicago,1
611,Eva,41,HR,78578,18,Los Angeles,1
612,Hannah,28,Sales,62318,4,New York,5
613,Jack,32,Sales,115715,17,Phoenix,5
614,David,41,Sales,117787,14,New York,4
615,Jack,37,Sales,60466,14,Phoenix,5
616,Hannah,25,IT,85475,13,Houston,2
617,Jack,27,Marketing,100142,7,Phoenix,1
618,Bob,43,Marketing,66564,15,Phoenix,1
619,Eva,47,IT,62412,19,Phoenix,5
620,Ian,24,Finance,91001,17,Chicago,3
621,David,35,Finance,97649,19,Phoenix,3
622,Frank,32,Sales,100957,20,Los Angeles,5
623,Alice,39,HR,75517,32,Los Angeles,2
624,Ian,33,Finance,53156,24,New York,3
625,Alice,44,HR,63064,17,Chicago,5
626,Eva,33,Marketing,5962317,7,New York,2
627,David,34,HR,70106,1,Los Angeles,2
628,Charlie,46,Marketing,105458,32,Los Angeles,4
629,Frank,40,IT,56589,13,Houston,2
630,Bob,57,IT,47214,6,Phoenix,3
631,Charlie,29,Sales,67127,14,Los Angeles,3
632,Eva,50,Finance,45141,15,New York,5
633,Ian,53,Sales,68884,4,New York,5
634,Bob,39,Marketing,42708,16,Phoenix,2
635,Jack,27,Sales,58375,28,Phoenix,1
636,Hannah,39,HR,55088,16,Houston,4
637,Bob,40,Marketing,97615,4,Chicago,1
638,Eva,43,IT,85046,26,New York,2
639,Grace,58,Finance,50014,28,Phoenix,2
640,Hannah,53,Marketing,104425,32,New York,1
641,Alice,135,Marketing,43273,2,Phoenix,4
642,Frank,49,HR,87135,31,Los Angeles,1
643,Alice,31,Finance,70881,-3,New York,-1
644,Bob,56,IT,118077,8,Los Angeles,3
645,Alice,50,Marketing,48712,24,New York,5
646,Eva,36,Marketing,114704,15,Chicago,3
647,Jack,54,HR,92874,31,Houston,2
648,Ian,28,Sales,109087,9,Los Angeles,4
649,Frank,33,IT,52297,2,Phoenix,1
650,Alice,51,Finance,-67128,8,Chicago,-1
651,Alice,42,Marketing,108368,7,New York,1
652,Bob,52,Marketing,118958,-16,Los Angeles,5
653,Ian,45,IT,72920,30,New York,5
654,Charlie,41,Sales,51156,10,New York,1
655,Alice,58,Marketing,51108,18,New York,4
656,Eva,25,IT,71845,5,Houston,1
657,Grace,49,HR,7090713,29,Houston,2
658,Frank,41,Sales,82712,34,Phoenix,5
659,Alice,45,Finance,-42610,23,Los Angeles,2
660,Eva,53,Marketing,117603,5,Chicago,5
661,Eva,57,IT,73872,30,Chicago,5
662,Frank,55,HR,50728,6,Chicago,3
663,Charlie,57,Finance,60583,4,New York,2
664,Eva,23,IT,47263,29,Houston,2
665,Grace,36,IT,-107450,23,Los Angeles,3
666,Eva,55,Finance,59456,6,New York,4
667,Eva,57,HR,105942,32,Houston,2
668,Eva,27,HR,53689,18,Houston,1
669,Jack,33,Sales,72934,15,Los Angeles,3
670,Jack,24,Marketing,73276,32,Los Angeles,2
671,Charlie,39,Finance,59873,9,Los Angeles,4
672,Alice,42,Finance,53050,10,New York,2
673,Eva,36,Finance,106216,20,Phoenix,-1
674,Ian,54,HR,61644,-6,Los Angeles,1
675,Alice,56,Marketing,102021,3,Phoenix,3
676,Charlie,47,Sales,77125,11,New York,5
677,David,29,IT,106899,17,Phoenix,4
678,Alice,57,IT,82291,32,Chicago,5
679,Alice,51,Finance,75060,4,Phoenix,5
680,Hannah,44,Marketing,41538,4,Los Angeles,4
681,Bob,35,HR,76176,17,New York,5
682,Hannah,35,Marketing,81520,-19,Los Angeles,3
683,Grace,23,Marketing,65675,5,Chicago,2
684,Jack,58,HR,58287,32,Los Angeles,5
685,Jack,26,Finance,40174,22,Los Angeles,3
686,Bob,59,Marketing,74998,-6,Los Angeles,2
687,Frank,35,IT,93312,22,Houston,2
688,Frank,46,HR,52112,1,Chicago,5
689,Charlie,41,Sales,115225,20,Los Angeles,3
690,Bob,23,Finance,84814,22,Los Angeles,5
691,Alice,27,HR,90719,11,Los Angeles,4
692,Frank,38,Sales,73919,13,New York,2
693,Eva,46,Sales,113155,3,Houston,5
694,Ian,49,Marketing,111569,9,New York,2
695,Alice,23,Marketing,81328,12,Houston,3
696,Grace,56,Marketing,-110482,23,Los Angeles,1
697,Eva,104,HR,64618,14,Chicago,5
698,Eva,26,HR,74675,33,Phoenix,5
699,Bob,22,Finance,58919,18,Phoenix,2
700,Charlie,33,Marketing,44173,9,Los Angeles,3
701,Grace,57,Sales,-66400,23,New York,4
702,Frank,44,IT,90445,10,Chicago,3
703,Bob,52,Finance,110305,19,Houston,5
704,Frank,32,HR,77564,5,Los Angeles,4
705,Bob,31,Finance,85814,23,Chicago,3
706,Bob,24,Finance,119747,30,Chicago,1
707,Bob,35,Finance,67962,25,Houston,2
708,Charlie,37,Finance,110533,28,Chicago,3
709,Bob,31,IT,96184,34,New York,3
710,David,50,Marketing,50578,25,New York,1
711,Ian,31,Sales,58624,10,New York,5
712,Frank,33,Finance,79194,14,Chicago,2
713,Alice,51,Finance,40389,30,New York,3
714,Hannah,22,Finance,107391,25,Houston,4
715,Grace,26,Marketing,53794,14,Chicago,3
716,Jack,41,HR,98002,34,Phoenix,2
717,Charlie,29,HR,75531,10,Chicago,3
718,Alice,33,IT,92815,11,Houston,1
719,Eva,22,HR,44986,11,Phoenix,3
720,David,41,Finance,72298,21,Chicago,3
721,Jack,49,Finance,41481,21,New York,4
722,Hannah,58,Finance,96408,22,Los Angeles,1
723,Alice,58,IT,109267,7,Los Angeles,1
724,Jack,33,Finance,56835,17,New York,3
725,Alice,58,HR,67798,2,Los Angeles,4
726,David,49,Marketing,104887,12,Los Angeles,3
727,Hannah,36,Marketing,59477,18,New York,3
728,Eva,27,Sales,57266,11,New York,2
729,Bob,41,HR,83526,-16,Chicago,2
730,Frank,35,Finance,51889,18,Chicago,4
731,Eva,23,Marketing,64335,26,New York,5
732,Bob,30,HR,51254,16,Houston,2
733,Charlie,58,Marketing,51442,6,Los Angeles,5
734,Ian,14,Finance,86289,12,Chicago,1
735,Grace,47,Marketing,93747,13,Los Angeles,2
736,Grace,50,Sales,77327,4,Phoenix,2
737,Frank,22,Sales,56199,2,New York,4
738,Hannah,56,Marketing,112827,26,Houston,5
739,David,27,HR,40112,27,Phoenix,2
740,Hannah,58,HR,59581,27,Phoenix,2
741,David,26,HR,2584081,15,Phoenix,4
742,Hannah,54,Marketing,56523,8,New York,4
743,Ian,35,HR,106960,7,Chicago,5
744,Charlie,33,Finance,59552,12,New York,1
745,Charlie,41,Sales,50808,13,Chicago,1
746,Bob,45,Finance,112525,17,Phoenix,3
747,Jack,55,HR,63620,17,Phoenix,2
748,Charlie,46,Finance,40887,21,Houston,5
749,Charlie,50,HR,71802,8,Chicago,2
750,Eva,52,Marketing,66049,5,Phoenix,5
751,Eva,44,Finance,117789,26,Los Angeles,5
752,Bob,59,Marketing,47846,16,Houston,5
753,Jack,41,Marketing,86220,28,New York,2
754,Frank,44,IT,86163,29,Houston,4
755,Eva,37,HR,43765,12,Los Angeles,2
756,Frank,29,Sales,85270,30,Chicago,5
757,Alice,42,HR,115277,23,New York,3
758,Eva,22,Sales,62931,16,New York,1
759,Ian,29,HR,95633,14,Chicago,5
760,Jack,147,Marketing,91913,10,Houston,3
761,Bob,53,Finance,65991,7,Phoenix,4
762,Alice,59,Finance,94845,29,Houston,5
763,Jack,26,IT,95312,3,Los Angeles,3
764,Ian,43,Sales,50561,-15,Phoenix,5
765,Jack,55,Sales,56901,19,Houston,2
766,Ian,22,Sales,102875,13,Chicago,3
767,Ian,47,Marketing,65917,21,Los Angeles,2
768,Frank,31,Sales,102120,27,Los Angeles,2
769,Hannah,51,Finance,41988,29,Los Angeles,3
770,Alice,39,Marketing,54256,20,Phoenix,1
771,Jack,38,HR,-68230,25,New York,3
772,David,47,Sales,99778,-6,Phoenix,1
773,Alice,29,Sales,85833,2,Houston,5
774,Hannah,33,HR,62625,22,New York,5
775,Alice,48,Sales,72088,32,Houston,3
776,Charlie,29,HR,119650,16,New York,5
777,David,46,Marketing,81167,18,Phoenix,4
778,Hannah,25,Finance,111291,5,Los Angeles,2
779,Frank,54,HR,105303,30,Chicago,2
780,Jack,22,IT,116361,19,Los Angeles,1
781,Grace,40,HR,44117,23,Phoenix,5
782,Hannah,52,Sales,-100710,-34,New York,1
783,Bob,37,Marketing,107054,13,Los Angeles,2
784,Jack,35,Marketing,70949,29,Phoenix,2
785,Hannah,26,HR,62547,22,Houston,5
786,Charlie,47,Finance,108136,9,Chicago,4
787,Grace,49,IT,104619,19,Los Angeles,4
788,Charlie,23,Marketing,101842,6,New York,5
789,Grace,27,Sales,66990,15,Houston,5
790,Bob,30,Sales,56193,20,Phoenix,1
791,Jack,54,Finance,70109,9,Chicago,5
792,Frank,46,Marketing,59233,32,New York,4
793,Charlie,34,HR,74510,4,Phoenix,5
794,Charlie,30,Sales,41306,18,Phoenix,1
795,Ian,34,Finance,43849,5,Los Angeles,1
796,Grace,52,Marketing,52360,20,Los Angeles,1
797,Eva,32,Marketing,85800,23,New York,1
798,Jack,25,Marketing,76963,11,Phoenix,3
799,Grace,55,Marketing,94330,22,Los Angeles,5
800,Ian,59,Marketing,91707,4,Chicago,2
801,Alice,25,Sales,58689,29,Chicago,5
802,Grace,59,Finance,69084,34,Phoenix,-1
803,Frank,40,Marketing,80387,13,Los Angeles,1
804,Jack,27,IT,114816,9,New York,3
805,Ian,55,IT,42642,31,New York,4
806,Alice,39,Finance,82137,7,New York,4
807,David,34,HR,119832,4,Chicago,5
808,Ian,44,HR,95561,19,Los Angeles,5
809,David,40,HR,102260,30,Los Angeles,2
810,Jack,32,IT,55438,31,Chicago,2
811,Charlie,22,HR,88442,21,New York,10
812,Ian,45,Sales,42994,31,New York,1
813,Bob,28,Marketing,41813,19,Phoenix,3
814,David,46,IT,95276,31,Houston,2
815,Frank,42,Finance,81243,32,Los Angeles,2
816,Bob,36,Finance,-102912,2,Los Angeles,1
817,Hannah,22,Marketing,100272,10,Los Angeles,1
818,Hannah,33,IT,82051,2,Houston,5
819,Alice,28,HR,118854,2,Phoenix,3
820,Charlie,134,HR,105618,24,Houston,1
821,Jack,42,Sales,41920,17,New York,2
822,Ian,40,Sales,117219,32,New York,2
823,Eva,50,HR,-116872,16,Los Angeles,4
824,Frank,46,Finance,42093,16,Chicago,1
825,David,54,Finance,52905,31,Los Angeles,5
826,Jack,53,Sales,64351,24,Chicago,3
827,Bob,56,Marketing,-70981,1,Houston,5
828,Hannah,59,HR,113903,11,New York,2
829,Frank,47,Sales,110821,21,Chicago,5
830,Eva,32,Sales,118513,4,Houston,2
831,Ian,56,HR,59874,7,New York,-1
832,Alice,29,HR,90931,26,Chicago,2
833,Eva,35,Finance,47674,12,Los Angeles,2
834,Frank,31,Marketing,90516,31,Los Angeles,2
835,Eva,23,Marketing,100686,17,Los Angeles,4
836,Frank,30,HR,109212,33,Houston,5
837,Frank,24,IT,42426,11,Los Angeles,4
838,Grace,42,Sales,108498,28,Phoenix,4
839,David,47,Sales,69943,32,New York,1
840,Hannah,29,HR,106395,1,Houston,1
841,Grace,23,IT,7675789,28,Los Angeles,1
842,Ian,27,Finance,44138,7,New York,3
843,Grace,49,HR,115945,2,Chicago,1
844,Charlie,50,HR,44017,-24,Los Angeles,5
845,Charlie,47,Sales,50451,4,New York,4
846,Hannah,46,HR,102956,19,Phoenix,5
847,Eva,33,HR,50278,26,Chicago,1
848,David,26,HR,83764,11,Phoenix,3
849,Hannah,55,Sales,41134,11,New York,3
850,Frank,58,Finance,102943,3,Phoenix,4
851,Bob,36,Finance,94318,12,New York,5
852,David,57,HR,100128,3,New York,2
853,David,36,Sales,61869,27,Phoenix,5
854,Frank,44,Finance,45039,2,New York,1
855,Frank,27,Finance,-61281,16,Los Angeles,2
856,Alice,42,Finance,50442,2,New York,3
857,Hannah,44,Sales,113788,30,Houston,4
858,Frank,37,Sales,67586,20,New York,4
859,Charlie,36,HR,93053,28,Houston,3
860,Ian,46,Marketing,90489,25,New York,1
861,Bob,57,Finance,107087,32,New York,3
862,Hannah,32,Marketing,52625,10,Phoenix,1
863,Jack,36,Sales,74397,33,Los Angeles,2
864,Charlie,25,Sales,98671,13,Los Angeles,3
865,Eva,42,Sales,106897,16,Chicago,1
866,Frank,34,Marketing,66149,22,Phoenix,2
867,Jack,43,Sales,100030,20,Phoenix,3
868,Frank,40,HR,109906,27,Los Angeles,4
869,David,55,Sales,45283,16,Phoenix,3
870,Charlie,35,IT,47610,34,Los Angeles,5
871,David,25,Marketing,83326,32,Phoenix,3
872,Alice,48,IT,54924,26,New York,5
873,David,10,Sales,116162,25,Los Angeles,2
874,Alice,49,HR,40869,2,Los Angeles,3
875,Alice,56,Finance,41014,12,Houston,2
876,Jack,29,Sales,50103,9,Phoenix,2
877,Frank,37,HR,73458,12,Phoenix,1
878,Eva,57,Marketing,63248,26,Los Angeles,2
879,David,51,IT,83516,9,New York,2
880,Charlie,39,IT,69061,10,New York,3
881,Alice,23,IT,64170,32,New York,3
882,Frank,34,Marketing,48024,34,Phoenix,4
883,Bob,25,HR,83803,20,Houston,1
884,Hannah,47,Marketing,59296,2,Los Angeles,2
885,Jack,46,IT,58257,1,Chicago,1
886,Eva,51,Sales,52855,24,Houston,5
887,Grace,32,Finance,60025,27,Chicago,2
888,Jack,28,Marketing,44458,2,Houston,1
889,Bob,52,Marketing,103610,31,New York,4
890,Hannah,31,HR,110843,14,Phoenix,4
891,Bob,34,HR,89831,2,Chicago,2
892,David,52,Marketing,83427,29,Houston,5
893,Alice,28,IT,78506,15,Phoenix,4
894,Eva,57,Finance,45668,12,Chicago,4
895,Ian,41,HR,87195,28,Los Angeles,5
896,Alice,25,IT,113233,20,Houston,1
897,Ian,28,Sales,-64417,24,Los Angeles,4
898,Hannah,22,HR,50751,21,New York,3
899,Frank,34,IT,86218,10,Los Angeles,4
900,Grace,43,IT,47352,14,Los Angeles,1
901,Charlie,42,Finance,119052,18,Houston,1
902,Alice,43,Finance,68927,-24,New York,2
903,Eva,49,Sales,81094,14,Los Angeles,3
904,Bob,132,IT,94122,34,Phoenix,1
905,Eva,47,IT,69493,12,Chicago,5
906,Hannah,30,Finance,113539,22,Los Angeles,3
907,Ian,148,HR,71707,6,New York,3
908,Bob,31,HR,108814,22,Los Angeles,5
909,Charlie,45,Marketing,47296,14,Chicago,4
910,Charlie,29,Finance,65398,16,New York,5
911,Alice,45,Marketing,75842,25,Houston,5
912,Hannah,37,Finance,53261,32,New York,4
913,Frank,47,Sales,116709,33,Houston,4
914,Hannah,48,IT,96704,20,New York,4
915,Ian,58,Sales,107173,18,Chicago,4
916,Eva,25,Finance,71781,3,Chicago,4
917,Charlie,45,IT,53652,23,New York,5
918,Eva,40,HR,-45103,32,Los Angeles,2
919,Eva,57,HR,65500,16,Chicago,2
920,Eva,31,Marketing,75529,5,Houston,1
921,Charlie,46,Finance,58452,4,Houston,2
922,Jack,39,Finance,89393,21,Phoenix,2
923,David,40,HR,71174,14,Houston,5
924,Ian,57,Sales,104450,31,Phoenix,4
925,Jack,31,IT,75436,14,New York,10
926,Ian,54,Sales,87406,6,New York,5
927,Bob,26,Sales,103059,12,New York,2
928,Hannah,56,HR,55954,16,Los Angeles,5
929,Hannah,55,HR,52356,17,Los Angeles,1
930,Grace,54,HR,42187,23,Phoenix,4
931,Hannah,42,Marketing,117243,14,Houston,3
932,Charlie,38,Sales,75098,7,Houston,1
933,Frank,43,Finance,61225,32,New York,1
934,Alice,58,IT,43606,15,Chicago,5
935,Grace,36,Marketing,97620,17,Los Angeles,2
936,Alice,56,Finance,72828,34,Los Angeles,4
937,Ian,49,Sales,66489,5,New York,3
938,Alice,28,HR,54387,-27,Los Angeles,1
939,Alice,53,Sales,109463,23,New York,3
940,Grace,32,IT,111832,14,Phoenix,2
941,Bob,31,Marketing,42591,15,Houston,2
942,Eva,30,Marketing,88516,33,Chicago,3
943,Hannah,35,IT,102061,31,Houston,4
944,Hannah,34,Finance,106736,17,Houston,2
945,Charlie,46,Finance,101753,28,Phoenix,3
946,Grace,23,Marketing,51087,19,Los Angeles,1
947,Charlie,56,Marketing,70816,23,Chicago,3
948,Frank,28,HR,63408,32,Los Angeles,3
949,Frank,42,Finance,40136,13,Houston,5
950,Charlie,39,IT,57413,20,New York,2
951,Grace,24,Finance,99500,5,Houston,4
952,Charlie,32,HR,96358,9,Los Angeles,4
953,Hannah,45,Marketing,106197,29,Houston,5
954,Jack,40,Marketing,72854,6,New York,4
955,David,25,HR,116240,25,Phoenix,3
956,Alice,47,IT,56322,31,Los Angeles,5
957,David,59,Marketing,46968,22,Houston,1
958,Grace,53,Sales,67518,2,Los Angeles,2
959,David,57,Marketing,91925,5,Phoenix,2
960,Frank,58,Sales,-99848,27,Houston,2
961,Ian,54,HR,41700,25,Houston,3
962,Alice,57,HR,63199,8,Los Angeles,1
963,Eva,24,Marketing,84589,1,Los Angeles,5
964,Grace,30,Finance,72115,20,New York,5
965,Alice,29,Sales,101934,23,Phoenix,2
966,David,54,IT,94316,32,New York,1
967,Frank,27,Marketing,45520,11,Houston,1
968,Bob,25,IT,76455,24,Los Angeles,1
969,Jack,34,Marketing,81605,11,Houston,4
970,Eva,23,Finance,54955,29,Houston,4
971,Jack,26,Finance,84049,26,Chicago,2
972,Alice,48,Finance,53917,16,Chicago,1
973,Frank,53,Finance,110293,20,Houston,1
974,Frank,42,HR,118581,3,Los Angeles,5
975,David,29,HR,104925,1,Houston,5
976,Hannah,59,Sales,-110269,1,Chicago,2
977,David,29,IT,70954,17,Los Angeles,1
978,Hannah,24,Marketing,112617,2,Houston,2
979,Hannah,24,Marketing,81458,29,Phoenix,5
980,Eva,43,HR,61113,20,Phoenix,5
981,David,27,Marketing,83939,6,Houston,4
982,Bob,23,HR,69345,8,Los Angeles,2
983,Charlie,44,Sales,86313,29,Houston,2
984,Charlie,23,IT,109166,33,Houston,1
985,David,59,Sales,87861,3,Chicago,1
986,David,38,Finance,89298,-5,Phoenix,4
987,Jack,56,Finance,87221,27,Chicago,3
988,Eva,55,Finance,84942,12,Chicago,3
989,David,44,Sales,43453,20,Houston,3
990,Jack,51,Marketing,94935,-20,Chicago,2
991,Hannah,29,IT,83370,9,Phoenix,2
992,Frank,43,Finance,48328,4,Chicago,5
993,Frank,57,Finance,55534,19,Phoenix,2
994,Hannah,26,Finance,76320,27,Chicago,2
995,Grace,34,IT,89170,13,Phoenix,2
996,Jack,50,Finance,48640,13,Chicago,4
997,Jack,52,IT,70049,22,Chicago,2
998,Hannah,37,Finance,45618,28,Los Angeles,1
999,Bob,51,Sales,96053,22,Phoenix,1
1000,Ian,37,Sales,41920,19,Phoenix,5
522,Eva,33,Finance,93574,1,Los Angeles,4
738,Hannah,56,Marketing,112827,26,Houston,5
741,David,26,HR,99722,15,Phoenix,4
661,Eva,57,IT,73872,-30,Chicago,5
412,Ian,34,HR,95751,2,New York,5
679,Alice,51,Finance,75060,4,Phoenix,5
627,David,34,HR,70106,1,Los Angeles,2
514,David,24,HR,52297,34,Chicago,5
860,Ian,46,Marketing,90489,25,New York,1
137,Ian,44,Finance,62313,33,Los Angeles,5
812,Ian,45,Sales,42994,31,New York,1
77,Ian,51,Finance,95690,19,Phoenix,1
637,Bob,40,Marketing,97615,4,Chicago,1
974,Frank,42,HR,118581,3,Los Angeles,5
939,Alice,53,Sales,109463,23,New York,3
900,Grace,43,IT,47352,14,Los Angeles,1
281,Frank,45,HR,106852,34,Phoenix,2
884,Hannah,47,Marketing,59296,2,Los Angeles,2
762,Alice,59,Finance,94845,29,Houston,5
320,Bob,25,Finance,-113016,31,Phoenix,1
550,Eva,5,Marketing,103043,25,New York,2
175,Hannah,38,Finance,106634,31,Los Angeles,5
372,Frank,49,Finance,86607,16,Houston,5
528,Eva,46,HR,59149,25,Los Angeles,2
211,Charlie,41,Sales,47190,11,Chicago,2
236,Eva,33,Marketing,88688,33,New York,2
102,Alice,24,Finance,102154,10,Chicago,2
987,Jack,56,Finance,-87221,27,Chicago,3
903,Eva,49,Sales,81094,14,Los Angeles,3
948,Frank,28,HR,63408,32,Los Angeles,3
347,Charlie,24,Marketing,60307,7,Chicago,2
140,David,26,Sales,40276,1,Phoenix,3
622,Frank,32,Sales,100957,20,Los Angeles,5
500,Charlie,43,HR,48155,9,Houston,1
371,David,24,Sales,46155,34,New York,1
199,Bob,14,Marketing,63782,-34,New York,5
688,Frank,46,HR,52112,1,Chicago,5
585,Eva,23,Sales,55523,17,Houston,1
902,Alice,43,Finance,68927,24,New York,2
60,Jack,53,Finance,84695,4,Los Angeles,2
329,Alice,25,Sales,68172,17,Houston,4
97,Ian,24,Sales,68064,8,Houston,2
313,Ian,41,HR,56923,32,New York,4
975,David,29,HR,-104925,1,Houston,5
300,Ian,51,Finance,60808,32,Phoenix,4
278,Charlie,38,Sales,56211,-29,Chicago,3
925,Jack,31,IT,75436,14,New York,4
602,Frank,30,Sales,89976,23,Houston,3
440,Hannah,56,Sales,105101,32,Los Angeles,1
838,Grace,42,Sales,108498,28,Phoenix,4
571,Bob,43,Finance,87857,34,Phoenix,4
880,Charlie,39,IT,69061,10,New York,3
262,Bob,47,IT,42224,16,Chicago,1
579,Ian,49,IT,103353,21,Chicago,4
24,Frank,42,HR,67716,28,Los Angeles,3
31,Ian,47,Finance,45498,14,Phoenix,2
618,Bob,43,Marketing,66564,15,Phoenix,1
11,David,50,Marketing,106321,26,Chicago,2
222,Ian,22,Sales,96378,22,Chicago,2
821,Jack,42,Sales,41920,17,New York,10
297,Eva,23,Sales,64972,10,Chicago,1
55,Hannah,41,Marketing,95568,29,Phoenix,2
543,Hannah,35,Finance,49256,18,Chicago,2
210,Charlie,57,HR,56566,-32,Phoenix,4
605,Grace,52,Sales,74148,26,Los Angeles,2
693,Eva,46,Sales,113155,3,Houston,5
663,Charlie,57,Finance,60583,4,New York,2
867,Jack,43,Sales,100030,20,Phoenix,3
71,Hannah,40,HR,41708,15,Phoenix,2
544,Jack,28,Finance,5827860,21,Los Angeles,4
108,Hannah,53,IT,95220,2,Phoenix,2
494,Grace,50,Sales,85242,24,Los Angeles,4
591,Eva,34,Marketing,101250,14,Houston,2
742,Hannah,54,Marketing,56523,8,New York,4
293,David,34,Sales,78342,11,Los Angeles,2
290,Alice,50,Finance,45355,3,Los Angeles,1
653,Ian,45,IT,72920,30,New York,5
40,David,38,IT,102443,18,Phoenix,1
590,Eva,54,Marketing,117801,17,Los Angeles,1
308,Eva,50,HR,87377,22,Houston,4
680,Hannah,44,Marketing,41538,4,Los Angeles,4
67,David,50,HR,78975,9,Houston,2
276,Alice,56,Finance,111368,17,New York,2
68,Hannah,50,IT,41140,28,New York,4
319,Hannah,51,Sales,73002,1,New York,5
549,Eva,59,Marketing,66536,10,Chicago,3
999,Bob,51,Sales,96053,22,Phoenix,1
715,Grace,26,Marketing,53794,14,Chicago,3
754,Frank,44,IT,86163,29,Houston,4
328,Hannah,14,IT,101997,12,Chicago,4
383,Charlie,32,HR,67606,31,Chicago,2
452,Charlie,50,Marketing,48811,17,Phoenix,5
523,David,39,HR,68482,25,New York,2
219,Bob,30,HR,48244,23,Phoenix,4
788,Charlie,23,Marketing,101842,6,New York,5
437,Hannah,52,Sales,104805,34,New York,2
765,Jack,55,Sales,56901,19,Houston,2
89,Hannah,54,Marketing,100011,3,Phoenix,1
64,Jack,40,Marketing,41307,27,New York,5
827,Bob,56,Marketing,70981,1,Houston,5
